frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
8223,413.059,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.46,177.19,-2.37,0.217,54.0
8224,413.109,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.79,178.17,-2.13,0.241,55.0
8225,413.159,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.71,178.39,-1.86,0.255,55.0
8226,413.209,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.03,178.06,-1.82,0.262,55.0
8227,413.259,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.48,178.13,-1.92,0.263,55.0
8228,413.31,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.06,177.87,-1.96,0.269,55.0
8229,413.36,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.13,177.48,-2.35,0.278,55.0
8230,413.41,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.0,177.3,-2.54,0.283,55.0
8231,413.46,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.98,177.51,-2.71,0.284,55.0
8232,413.511,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.85,177.81,-2.87,0.291,55.0
8233,413.561,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.23,178.01,-2.79,0.29,55.0
8234,413.611,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.71,177.86,-2.84,0.289,54.0
8235,413.661,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.53,177.99,-2.9,0.284,54.0
8236,413.712,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.99,177.65,-3.08,0.285,54.0
8237,413.762,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.16,177.32,-3.15,0.278,54.0
8238,413.812,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.04,176.89,-3.22,0.271,54.0
8239,413.862,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.77,176.54,-3.32,0.275,54.0
8240,413.913,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.48,177.0,-3.29,0.278,54.0
8241,413.963,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.92,177.06,-3.41,0.279,54.0
8242,414.013,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.19,176.64,-3.43,0.278,54.0
8243,414.063,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.35,176.88,-3.32,0.267,54.0
8244,414.113,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.95,174.87,-3.47,0.125,54.0
8245,414.164,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.41,175.43,-3.43,0.108,54.0
8246,414.214,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.96,176.81,-2.99,0.129,54.0
8247,414.264,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.02,177.17,-3.2,0.163,54.0
8248,414.314,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.63,176.76,-3.37,0.2,54.0
8249,414.365,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.7,176.72,-3.49,0.219,54.0
8250,414.415,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.52,177.0,-3.46,0.227,54.0
8251,414.465,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.94,176.84,-3.32,0.217,54.0
8252,414.515,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.9,175.08,-3.54,0.064,53.0
8253,414.566,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.27,176.36,-3.37,0.054,53.0
8254,414.616,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.97,175.48,-3.32,0.064,53.0
8255,414.666,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.91,177.21,-3.32,0.203,53.0
8256,414.716,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.28,177.9,-3.32,0.255,54.0
8257,414.766,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.03,178.3,-3.16,0.278,54.0
8258,414.817,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.88,178.43,-3.15,0.298,54.0
8259,414.867,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.57,178.18,-3.32,0.289,54.0
8260,414.917,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.88,178.0,-3.39,0.29,54.0
8261,414.967,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.11,178.53,-3.2,0.284,54.0
8262,415.018,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.6,177.97,-3.65,0.287,54.0
8263,415.068,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.53,178.01,-3.56,0.292,54.0
8264,415.118,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.5,177.85,-3.6,0.288,54.0
8265,415.168,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.62,177.65,-3.62,0.293,54.0
8266,415.219,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.29,177.44,-3.69,0.291,54.0
8267,415.269,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.69,177.36,-3.7,0.287,54.0
8268,415.319,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.43,177.5,-3.55,0.286,54.0
8269,415.369,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.87,176.41,-3.66,0.289,54.0
8270,415.419,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.72,175.42,-3.59,0.293,54.0
8271,415.47,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.08,174.53,-3.5,0.297,54.0
8272,415.52,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.45,173.96,-3.45,0.286,54.0
8273,415.57,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.9,172.99,-3.43,0.288,54.0
8274,415.62,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.63,172.1,-3.66,0.298,54.0
8275,415.671,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.38,171.85,-3.81,0.285,54.0
8276,415.721,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.31,170.95,-3.79,0.29,54.0
8277,415.771,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.72,169.53,-3.99,0.258,54.0
8278,415.821,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.15,168.71,-4.12,0.24,54.0
8279,415.872,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.5,167.84,-4.2,0.25,54.0
8280,415.922,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.56,166.83,-4.66,0.248,54.0
8281,415.972,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.36,165.89,-4.74,0.248,54.0
8282,416.022,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.56,165.83,-4.84,0.248,54.0
8283,416.072,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.93,165.49,-5.0,0.256,54.0
8284,416.123,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.8,165.42,-4.98,0.247,54.0
8285,416.173,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.75,165.15,-5.06,0.248,54.0
8286,416.223,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.23,165.1,-5.03,0.255,54.0
8287,416.273,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.12,163.88,-5.02,0.247,54.0
8288,416.324,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.73,162.02,-4.94,0.246,54.0
8289,416.374,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.58,161.29,-5.28,0.259,54.0
8290,416.424,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.23,159.62,-4.28,0.252,54.0
8291,416.474,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.6,159.18,-4.11,0.21,54.0
8292,416.525,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.25,159.44,-4.24,0.206,54.0
8293,416.575,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.05,160.67,-4.06,0.227,54.0
8294,416.625,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.66,160.89,-4.65,0.197,54.0
8295,416.675,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.56,158.9,-4.94,0.11,54.0
8296,416.726,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.92,160.37,-5.14,0.133,54.0
8297,416.776,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.4,161.55,-4.46,0.165,54.0
8298,416.826,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.95,162.82,-4.62,0.196,54.0
8299,416.876,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.07,164.12,-4.34,0.213,54.0
8300,416.926,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.72,163.35,-4.3,0.21,54.0
8301,416.977,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.24,163.6,-4.31,0.212,54.0
8302,417.027,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.26,164.01,-4.27,0.235,55.0
8303,417.077,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.98,163.63,-4.3,0.244,55.0
8304,417.127,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.78,164.04,-4.45,0.246,55.0
8305,417.178,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.0,165.06,-4.26,0.254,55.0
8306,417.228,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.16,165.75,-4.23,0.264,55.0
8307,417.278,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.18,163.46,-4.25,0.256,55.0
8308,417.328,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.11,164.5,-4.17,0.252,55.0
8309,417.379,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.21,164.68,-4.23,0.254,55.0
8310,417.429,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.07,165.34,-4.09,0.247,55.0
8311,417.479,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.9,165.81,-4.33,0.242,55.0
8312,417.529,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.6,164.42,-4.43,0.223,55.0
8313,417.579,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.28,166.09,-3.71,0.216,55.0
8314,417.63,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.59,165.65,-3.88,0.217,55.0
8315,417.68,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.5,167.07,-3.85,0.216,55.0
8316,417.73,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.83,167.8,-3.37,0.23,56.0
8317,417.78,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.68,168.0,-3.57,0.237,56.0
8318,417.831,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.18,168.26,-3.7,0.241,56.0
8319,417.881,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.66,169.19,-3.67,0.244,56.0
8320,417.931,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.2,168.37,-3.99,0.244,56.0
8321,417.981,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.62,169.39,-3.83,0.236,56.0
8322,418.032,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.46,169.12,-3.9,0.232,56.0
8323,418.082,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.38,168.72,-3.87,0.224,56.0
8324,418.132,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.3,169.1,-3.9,0.222,56.0
8325,418.182,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.69,168.89,-3.64,0.22,56.0
8326,418.232,eyeOpen,center,distracted,center,extremeFrontTilt,straight,15.0,168.95,-3.58,0.233,57.0
8327,418.283,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.29,168.93,-3.65,0.232,57.0
8328,418.333,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.13,168.91,-3.71,0.228,57.0
8329,418.383,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.02,168.61,-3.8,0.228,57.0
8330,418.433,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.74,168.56,-3.82,0.227,57.0
8331,418.484,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.31,168.38,-3.82,0.231,58.0
8332,418.534,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.1,168.17,-3.84,0.226,58.0
8333,418.584,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.08,167.91,-4.23,0.223,58.0
8334,418.634,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.95,167.68,-4.19,0.227,58.0
8335,418.685,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.59,168.27,-4.12,0.226,58.0
8336,418.735,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.89,168.12,-4.27,0.222,58.0
8337,418.785,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.03,168.62,-4.14,0.231,59.0
8338,418.835,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.5,168.49,-4.09,0.234,59.0
8339,418.885,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.03,168.6,-4.25,0.225,59.0
8340,418.936,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.13,168.4,-3.93,0.231,60.0
8341,418.986,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.97,168.92,-3.95,0.231,60.0
8342,419.036,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.76,169.05,-3.87,0.234,60.0
8343,419.086,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.22,169.29,-4.03,0.229,60.0
8344,419.137,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.22,168.72,-4.09,0.232,61.0
8345,419.187,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.31,169.13,-4.02,0.238,61.0
8346,419.237,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.58,168.68,-4.13,0.239,61.0
8347,419.287,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.41,168.61,-4.36,0.254,61.0
8348,419.338,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.44,166.38,-4.75,0.216,61.0
8349,419.388,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.44,165.58,-5.14,0.148,61.0
8350,419.438,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.88,165.5,-4.74,0.172,61.0
8351,419.488,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.06,167.36,-4.75,0.212,61.0
8352,419.538,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.8,167.15,-4.96,0.21,61.0
8353,419.589,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.78,167.69,-5.12,0.216,61.0
8354,419.639,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.47,168.17,-5.41,0.224,61.0
8355,419.689,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.49,168.5,-5.38,0.258,62.0
8356,419.739,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.61,167.5,-5.57,0.256,62.0
8357,419.79,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.06,167.47,-5.55,0.218,61.0
8358,419.84,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.54,167.16,-5.87,0.219,61.0
8359,419.89,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.99,167.15,-5.74,0.221,61.0
8360,419.94,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.85,167.14,-5.53,0.239,62.0
8361,419.991,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.42,167.21,-5.71,0.235,62.0
8362,420.041,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.74,166.75,-5.75,0.227,62.0
8363,420.091,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.53,166.67,-5.94,0.233,63.0
8364,420.141,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.44,166.68,-5.7,0.235,63.0
8365,420.192,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.54,166.02,-5.76,0.231,63.0
8366,420.242,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.56,165.62,-5.65,0.235,63.0
8367,420.292,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.98,166.17,-5.63,0.234,63.0
8368,420.342,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.6,167.05,-5.53,0.244,63.0
8369,420.392,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.05,166.78,-5.39,0.252,63.0
8370,420.443,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.43,166.44,-5.39,0.245,63.0
8371,420.493,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.37,166.68,-5.01,0.245,63.0
8372,420.543,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.94,166.63,-5.07,0.237,63.0
8373,420.593,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.83,165.69,-5.49,0.095,63.0
8374,420.644,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.84,165.52,-5.66,0.081,63.0
8375,420.694,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.52,164.71,-5.78,0.101,63.0
8376,420.744,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.42,164.61,-5.95,0.108,63.0
8377,420.794,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.26,165.9,-5.56,0.186,63.0
8378,420.845,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.7,165.28,-5.56,0.188,63.0
8379,420.895,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.61,165.81,-5.57,0.189,63.0
8380,420.945,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.2,166.02,-5.6,0.187,63.0
8381,420.995,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.12,166.28,-5.52,0.191,63.0
8382,421.045,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.23,166.47,-5.5,0.198,63.0
8383,421.096,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.62,166.12,-5.48,0.207,63.0
8384,421.146,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.29,166.23,-5.42,0.215,63.0
8385,421.196,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.17,167.13,-5.39,0.247,64.0
8386,421.246,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.67,166.49,-5.34,0.25,64.0
8387,421.297,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.09,166.58,-5.32,0.245,64.0
8388,421.347,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.34,166.08,-5.36,0.238,64.0
8389,421.397,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.35,165.88,-5.37,0.238,64.0
8390,421.447,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.84,166.74,-5.06,0.246,63.0
8391,421.498,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.97,167.06,-5.02,0.247,63.0
8392,421.548,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.51,166.42,-5.27,0.244,63.0
8393,421.598,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.0,165.93,-5.21,0.245,63.0
8394,421.648,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.29,166.13,-5.21,0.234,63.0
8395,421.698,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.23,165.89,-5.14,0.238,63.0
8396,421.749,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.84,166.61,-5.17,0.238,63.0
8397,421.799,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.98,166.51,-4.96,0.238,62.0
8398,421.849,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.16,166.41,-5.07,0.24,62.0
8399,421.899,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.64,166.33,-5.13,0.226,62.0
8400,421.95,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.76,166.96,-5.19,0.228,62.0
8401,422.0,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.39,166.38,-5.24,0.23,62.0
8402,422.05,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.76,166.34,-5.28,0.221,62.0
8403,422.1,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.86,166.16,-5.32,0.233,62.0
8404,422.151,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.48,166.46,-5.47,0.245,62.0
8405,422.201,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.36,166.4,-5.4,0.239,62.0
8406,422.251,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.87,166.68,-5.43,0.239,62.0
8407,422.301,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.97,166.9,-5.23,0.242,62.0
8408,422.351,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.56,166.72,-5.16,0.248,62.0
